name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Arjun K,660,63,146.5079365079365,11,316,143.0,78.18771312925708,528,196,95,0.6446886446886447,0,1,4,12,63,1.0,0.0,0.015873015873015872,0.012628221733941387
Fernando Cifuentes,876,57,146.50877192982455,6,297,142.0,82.7645375247104,483,163,95,0.6518218623481782,1,1,5,13,57,1.0,0.017543859649122806,0.017543859649122806,0.011938226241683739
Joey Gaffney,657,66,146.6969696969697,2,326,153.0,78.77074226405281,549,196,113,0.6398601398601399,2,2,3,13,66,1.0,0.030303030303030304,0.030303030303030304,0.012535924470777192
Filippo Colamorea,820,65,147.0,1,305,132.0,70.26823606723026,550,190,105,0.650887573964497,2,2,6,8,65,1.0,0.03076923076923077,0.03076923076923077,0.014031496430705242
simon trottier,695,71,147.1549295774648,10,332,152.0,92.37604016616368,588,205,130,0.6370530877573131,0,2,11,18,71,1.0,0.0,0.028169014084507043,0.010709385386449128
Hunter Smith,860,69,147.85507246376812,2,309,149.0,81.41366328497918,571,207,119,0.6365663322185061,2,3,5,13,69,1.0,0.028985507246376812,0.043478260869565216,0.012133910326763272
Nathan Stratford,822,68,147.94117647058823,5,296,148.5,80.454656248275,558,203,123,0.6312217194570136,1,1,2,13,68,1.0,0.014705882352941176,0.014705882352941176,0.012276769015536511
Lance Bradshaw,615,66,148.0909090909091,24,297,138.0,80.60134132740114,551,198,109,0.6421911421911422,0,0,3,13,66,1.0,0.0,0.0,0.012254700520029407
Isaiah Williams,622,56,148.28571428571428,22,316,135.0,77.18283235532115,466,175,87,0.6401098901098901,0,0,4,8,56,1.0,0.0,0.0,0.012790531755811218
Andres Torres,731,74,148.6891891891892,8,333,129.0,94.11490000033632,625,208,129,0.6496881496881497,1,4,8,16,74,1.0,0.013513513513513514,0.05405405405405406,0.010513599867070922
Aaron Walker,614,59,149.1864406779661,12,308,159.0,79.06358736774867,491,182,94,0.6401564537157758,0,1,3,12,59,1.0,0.0,0.01694915254237288,0.012490072364691737
Kevin Gomez,630,64,149.28125,19,335,138.5,82.56089022798928,530,190,112,0.6370192307692307,0,0,3,13,64,1.0,0.0,0.0,0.01196732104303316
Adam Reinhardt,665,61,149.9344262295082,13,315,156.0,78.45824130335386,508,192,93,0.6406052963430012,0,1,4,10,61,1.0,0.0,0.01639344262295082,0.012585226951880584
Mustafa Tobah,657,55,150.4181818181818,4,327,156.0,74.75904278489979,455,164,96,0.6363636363636364,1,2,4,7,55,1.0,0.01818181818181818,0.03636363636363636,0.013199744390108886
Peter Lo,832,75,150.6,7,347,145.0,89.00075918291448,628,207,140,0.6441025641025641,1,3,6,15,75,1.0,0.013333333333333334,0.04,0.011111017385615983
